Sender,Recipient,Sender's Location,Recipient's Location,sender.group,SenderLat,SenderLong,RecLat,RecLong,Date,WWA ID,Link
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-04-29,,
"Gray, John F.S.","Whitman, Walt","New York, NY","Washington, DC",4,40.680048,-73.94318,38.896177,-77.036476,1863-05-01,tex.00123.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00123.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-05-02,loc.00411.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00411.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-05-05,loc.00768.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00768.html
"Redpath, James","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-05-05,loc.01008.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.01008.html
"Wallace, Will W.","Whitman, Walt","New York, NY","Washington, DC",3,40.680048,-73.94318,38.896177,-77.036476,1863-05-07,loc.00595.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00595.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-05-09,loc.00412.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00412.html
"Whitman, Walt","Lane, Moses","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-05-11,loc.00769.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00769.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-05-12,loc.00413.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00413.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-05-13,loc.00770.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00770.html
"Whitman, Walt","Wyckoff, Nicholas; Northrup, Daniel L.","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-05-14,,
"Boyd, Justus F.","Whitman, Walt","Cohoctah, MI","Washington, DC",4,42.735414,-83.982419,38.896177,-77.036476,1863-05-14,nyp.00139.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00139.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-05-19,loc.00771.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00771.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-05-26,loc.00772.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00772.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-05-27,loc.00414.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00414.html
"Lane, Moses","Whitman, Walt","Brooklyn, NY","Washington, DC",3,40.678145,-73.944467,38.896177,-77.036476,1863-05-27,loc.00884.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00884.html
"Whitman, Walt","Sawyer, Thomas P.","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1863-05-27,nyp.00182.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00182.html
"Barker, John J.","Whitman, Walt","Nashville, TN","Washington, DC",4,36.162664,-86.781602,38.896177,-77.036476,1863-06-05,tex.00124.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00124.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-06-09,loc.00773.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00773.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-06-13,loc.00415.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00415.html
"Barker, John J.","Whitman, Walt","Nashville, TN","Washington, DC",4,36.162664,-86.781602,38.896177,-77.036476,1863-06-19,tex.00125.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00125.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-06-22,loc.00774.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00774.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-06-30,nyp.00183.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00183.html
"Wallace, Will W.","Whitman, Walt","Nashville, TN","Washington, DC",3,36.162664,-86.781602,38.896177,-77.036476,1863-07-01,nyp.00140.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00140.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-07-01,duk.00569,
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-07-07,loc.00416.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00416.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-07-07,loc.00775.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00775.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-07-08,loc.00417.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00417.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-07-10,loc.00776.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00776.html
"Brown, Lewis K.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1863-07-10,tex.00126.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00126.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-07-15,loc.00777.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00777.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-07-19,loc.00418.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00418.html
"Small, Alvah H.","Whitman, Walt","Williamsport, PA","Washington, DC",4,41.24119,-77.001079,38.896177,-77.036476,1863-07-24,nyp.00141.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00141.html
"Whitman, Walt","Haskell, Samuel B.","Washington, DC","Windsor, VT",1,38.896177,-77.036476,43.48,-72.386568,1863-07-27,"nyh.00001.xml
",http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyh.00001.html
"Brown, Lewis K.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1863-07-27,tex.00127.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00127.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-07-28,med.00302.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00302.html
"Vandemark, William E.","Whitman, Walt","Accord, NY;  Rochester, NY","Washington, DC",4,43.16103,-77.610922,38.896177,-77.036476,1863-07-31,tex.00128.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00128.html
"Whitman, Walt","Brown, Lewis K.","Washington, DC","Washington, DC",1,38.896177,-77.036476,38.896177,-77.036476,1863-08-01,loc.00886.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00886.html
"Whitman, Walt","Sawyer, Thomas P.","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1863-08-01,nyp.00184.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00184.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-08-01,duk.00570,
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-08-04,loc.00419.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00419.html
"Whitman, Walt","Redpath, James","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1863-08-06,loc.00778.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00778.html
"Whitman, Walt","Fritsch, Hugo","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1863-08-07,loc.00780.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00780.html
"Whitman, Walt","Haskell, Samuel B.","Washington, DC","Windsor, VT",1,38.896177,-77.036476,43.48,-72.386568,1863-08-10,"nyh.00002.xml
",http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyh.00002.html
"Brown, Lewis K.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1863-08-10,nyp.00142.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00142.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-08-11,loc.00781.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00781.html
"Whitman, Walt","Brown, Lewis K.","Washington, DC","Washington, DC",1,38.896177,-77.036476,38.896177,-77.036476,1863-08-11,loc.00887.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00887.html
"Whitman, Walt","Bloom, Nathaniel","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1863-08-15,loc.00782.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00782.html
"Whitman, Walt","Brown, Lewis K.","Washington, DC","Washington, DC",1,38.896177,-77.036476,38.896177,-77.036476,1863-08-15,loc.00888.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00888.html
"Vandemark, William E.","Whitman, Walt","Accord, NY;  Rochester, NY","Washington, DC",4,43.16103,-77.610922,38.896177,-77.036476,1863-08-17,tex.00129.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00129.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-08-18,loc.00783.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00783.html
"Babbitt, Mary A.; Babbitt, Caleb H.","Whitman, Walt","Barre, MA","Washington, DC",4,42.422905,-72.1051,38.896177,-77.036476,1863-08-18,nyp.00143.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00143.html
"Brown, Lewis K.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1863-08-22,tex.00130.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00130.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-08-25,loc.00784.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00784.html
"Scott, C.L.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1863-08-31,nyp.00144.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00144.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-09-01,loc.00785.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00785.html
"Whitman, Walt","Babbitt, Mary A.","Washington, DC","Barre, MA",1,38.896177,-77.036476,42.422905,-72.1051,1863-09-03,loc.00786.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00786.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-09-03,duk.00427,
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-09-05,loc.00420.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00420.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-09-05,loc.00421.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00421.html
"Whitman, Walt","Bloom, Nathaniel","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1863-09-05,"uro.00001.xml
",http://whitman-dev.unl.edu/biography/correspondence/cw/tei/uro.00001.html
"Babbitt, Mary A.","Whitman, Walt","Barre, MA","Washington, DC",4,42.422905,-72.1051,38.896177,-77.036476,1863-09-06,nyp.00145.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00145.html
"Whitman, Walt","Gregg, Miss","Washington, DC","Washington, DC",1,38.896177,-77.036476,38.896177,-77.036476,1863-09-07,loc.00787.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00787.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-09-08,loc.00788.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00788.html
"Whitman, Walt","Haskell, Samuel B.","Washington, DC","Windsor, VT",1,38.896177,-77.036476,43.48,-72.386568,1863-09-09,nyh.00003.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyh.00003.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-09-15,loc.00789.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00789.html
"Whitman, Walt","Smith, Bethuel","Washington, DC","Carlisle, PA",1,38.896177,-77.036476,40.201009,-77.200272,1863-09-16,loc.00790.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00790.html
"Smith, Bethuel","Whitman, Walt","Carlisle, PA","Washington, DC",4,40.201009,-77.200272,38.896177,-77.036476,1863-09-17,loc.00596.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00596.html
"Smith, Bethuel","Whitman, Walt","Carlisle, PA","Washington, DC",4,40.201009,-77.200272,38.896177,-77.036476,1863-09-17,loc.00597.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00597.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-09-18,med.00318.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00318.html
"Babbitt, Caleb H.","Whitman, Walt","Barre, MA","Washington, DC",4,42.422905,-72.1051,38.896177,-77.036476,1863-09-18,nyp.00146.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00146.html
"Russell, Le Baron","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-09-21,tex.00166.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00166.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-09-22,loc.00422.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00422.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-09-24,loc.00423.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00423.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-09-25,duk.00430,
"Smith, Bethuel","Whitman, Walt","Carlisle, PA","Washington, DC",4,40.201009,-77.200272,38.896177,-77.036476,1863-09-28,loc.00598.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00598.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-09-29,loc.00791.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00791.html
"Whitman, Walt","Davis, William S.","Washington, DC","Worcester, MA",1,38.896177,-77.036476,42.262593,-71.802293,1863-10-01,loc.00792.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00792.html
"Curtis, Margaret S.","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-10-01,tex.00400.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00400.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-10-01,duk.00571,
"Whitman, Walt","Curtis, Margaret S.","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1863-10-04,loc.00793.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00793.html
"Russell, Le Baron","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-10-04,tex.00167.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00167.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-10-06,loc.00794.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00794.html
"Russell, Le Baron","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-10-06,tex.00168.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00168.html
"Stevenson, Hannah E.","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-10-06,tex.00404.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00404.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-10-07,loc.00424.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00424.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-10-08,loc.00425.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00425.html
"Whitman, Walt","Fritsch, Hugo","Washington, DC","New York, NY",1,38.896177,-77.036476,40.680048,-73.94318,1863-10-08,loc.00795.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00795.html
"Whitman, Walt","Stevenson, Hannah E.","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1863-10-08,loc.00796.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00796.html
"Whitman, Walt","Redpath, James","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1863-10-12,loc.00797.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00797.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-10-13,loc.00798.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00798.html
"Smith, Bethuel","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1863-10-13,loc.00889.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00889.html
"Stillwell, Julia","Whitman, Walt","Philadelphia, PA","Washington, DC",3,39.952052,-75.161986,38.896177,-77.036476,1863-10-13,nyp.00147.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00147.html
"Redpath, James","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-10-14,loc.01009.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.01009.html
"Redpath, James","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-10-14,yal.00103.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/yal.00103.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-10-15,loc.00426.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00426.html
"Babbitt, Caleb H.","Whitman, Walt","Barre, MA","Washington, DC",4,42.422905,-72.1051,38.896177,-77.036476,1863-10-18,nyp.00148.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00148.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-10-20,loc.00799.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00799.html
"Stillwell, John; Stillwell, Margaret","Whitman, Walt","Philadelphia, PA","Washington, DC",3,39.952052,-75.161986,38.896177,-77.036476,1863-10-20,nyp.00149.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00149.html
"Whitman, Walt","Stilwell, Julia Elizabeth","Washington, DC","Philadelphia, PA",1,38.896177,-77.036476,39.952052,-75.161986,1863-10-21,duk.00379.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00379.html
"Whitman, Walt","Redpath, James","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1863-10-21,yal.00093.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/yal.00093.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-10-22,loc.00427.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00427.html
"Stillwell, Margaret","Whitman, Walt","Philadelphia, PA","Washington, DC",3,39.952052,-75.161986,38.896177,-77.036476,1863-10-25,nyp.00448.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00448.html
"Childs, S.H.; Babbitt, Caleb H.","Whitman, Walt","Boston, MA","Washington, DC",4,42.358761,-71.063832,38.896177,-77.036476,1863-10-26,nyp.00150.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00150.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-10-26,duk.00428,
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-10-27,loc.00800.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00800.html
"Whitman, Walt","Curtis, Margaret S.","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1863-10-28,loc.00801.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00801.html
"Redpath, James","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-10-28,med.00320.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00320.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-11-01,duk.00429,
"Vandemark, William E.","Whitman, Walt","New Rochelle, NY","Washington, DC",4,40.906102,-73.78521,38.896177,-77.036476,1863-11-02,tex.00131.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00131.html
"Brown, Lewis K.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1863-11-05,tex.00132.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00132.html
"Fox, Elijah Douglass","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1863-11-07,tex.00133.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00133.html
"Whitman, Walt","Brown, Lewis K.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1863-11-08,,
"Russell, Le Baron","Whitman, Walt","Boston, MA","Brooklyn, NY",3,42.358761,-71.063832,40.678145,-73.944467,1863-11-08,tex.00134.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00134.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1863-11-10,loc.00940.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00940.html
"Fox, Elijah Douglass","Whitman, Walt","Washington, DC","Brooklyn, NY",4,38.896177,-77.036476,40.678145,-73.944467,1863-11-10,nyp.00151.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00151.html
"McFarland, William H.","Whitman, Walt","McFarland, WI","Brooklyn, NY",4,43.012498,-89.28984,40.678145,-73.944467,1863-11-11,tex.00135.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00135.html
