Sender,Recipient,Sender's Location,Recipient's Location,sender.group,SenderLat,SenderLong,RecLat,RecLong,Date,WWA ID,Link
"Brown, Lewis K.","Whitman, Walt","Brooklyn, NY","Brooklyn, NY",4,40.678145,-73.944467,40.678145,-73.944467,1863-11-13,,
"Whitman, Walt","O'Connor, Ellen M.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1863-11-15,nyp.00185.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00185.html
"Whitman, Walt","Eldridge, Charles W.","Brooklyn, NY","Boston, MA",1,40.678145,-73.944467,42.358761,-71.063832,1863-11-17,nyp.00215.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00215.html
"Whitman, Walt","Sawyer, Thomas P.","Brooklyn, NY","New York, NY",1,40.678145,-73.944467,40.680048,-73.94318,1863-11-20,nyp.00186.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00186.html
"Whitman, Walt","Fox, Elijah Douglass","Brooklyn, NY","Portage, MI",1,40.678145,-73.944467,42.2012,-85.58,1863-11-21,loc.00803.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00803.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1863-11-21,loc.00941.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00941.html
"Brooks, Livingston J.","Whitman, Walt","Philadelphia, PA","Brooklyn, NY",4,39.952584,-75.165222,40.678145,-73.944467,1863-11-21,nyp.00152.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00152.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1863-11-24,loc.00942.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00942.html
"Whitman, Walt","Russell, Le Baron","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1863-12-03,clc.00001.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/clc.00001.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-12-03,loc.00428.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00428.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-12-05,duk.00431,
"Whitman, Walt","Whitman, George Washington","Washington, DC","Falmouth, VA",1,38.896177,-77.036476,37.113553,-76.486965,1863-12-06,loc.00804.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00804.html
"Vandemark, William E.","Whitman, Walt","New Rochelle, NY","Washington, DC",4,40.906102,-73.78521,38.896177,-77.036476,1863-12-07,tex.00137.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00137.html
"Fox, Elijah Douglass","Whitman, Walt","West Jersey, IL","Washington, DC",4,41.0192,-89.944,38.896177,-77.036476,1863-12-09,loc.00600.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00600.html
"Shillaber, Benjamin Penhallow","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-12-10,loc.00865.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00865.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-12-15,loc.00429.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00429.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1863-12-15,loc.00805.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00805.html
"Smith, Bethuel","Whitman, Walt","Culpeper,VA","Washington, DC",4,38.47336,-77.994393,38.896177,-77.036476,1863-12-16,loc.00601.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00601.html
"Vandemark, William E.","Whitman, Walt","New Rochelle, NY","Washington, DC",4,40.906102,-73.78521,38.896177,-77.036476,1863-12-16,nyp.00153.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00153.html
"Trowbridge, John T.","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-12-21,loc.00876.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00876.html
"Brooks, Livingston J.","Whitman, Walt","Philadelphia, PA","Washington, DC",4,39.952584,-75.165222,38.896177,-77.036476,1863-12-22,tex.00138.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00138.html
"Bush, Alonzo S.","Whitman, Walt","Pine Bluff, AR","Washington, DC",4,34.2284,-92.0032,38.896177,-77.036476,1863-12-22,yal.00089.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/yal.00089.html
"Fox, Elijah Douglass","Whitman, Walt","West Jersey, IL","Washington, DC",4,41.0192,-89.944,38.896177,-77.036476,1863-12-24,tex.00139.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00139.html
"Vandemark, William E.","Whitman, Walt","Alexandria,VA","Washington, DC",4,40.556459,-78.097785,38.896177,-77.036476,1863-12-25,nyp.00154.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00154.html
"Whitman, Louisa Van Velsor","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-12-25,duk.00433,
"Whitman, Walt","Trowbridge, John Townsend","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1863-12-27,med.00304.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00304.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1863-12-28,loc.00430.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00430.html
"Stillwell, Margaret","Whitman, Walt","Philadelphia, PA","Washington, DC",3,39.952052,-75.161986,38.896177,-77.036476,1863-12-28,nyp.00155.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00155.html
"Vandemark, William E.","Whitman, Walt","Alexandria,VA","Washington, DC",4,40.556459,-78.097785,38.896177,-77.036476,1863-12-29,nyp.00156.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00156.html
"Trowbridge, John T.","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1863-12-30,med.00321.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00321.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1864-01-08,loc.00431.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00431.html
"Millis Sr., William H.","Whitman, Walt","Bridgeville, DE","Washington, DC",4,38.742614,-75.604371,38.896177,-77.036476,1864-01-09,nyp.00157.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00157.html
"Sawyer, Thomas P.","Whitman, Walt","New York, NY","Washington, DC",4,40.680048,-73.94318,38.896177,-77.036476,1864-01-21,nyp.00158.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00158.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-01-29,loc.00807.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00807.html
"Whitman, Walt","Russell, Le Baron","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1864-02-01,duk.00380.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00380.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-02-02,loc.00808.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00808.html
"Neat, Thomas B.","Whitman, Walt","New York, NY","Washington, DC",4,40.680048,-73.94318,38.896177,-77.036476,1864-02-02,nyp.00159.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00159.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-02-05,loc.00809.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00809.html
"Whitman, Walt","Trowbridge, John Townsend","Culpeper, VA","Boston, MA",1,38.473,-77.9963,42.358761,-71.063832,1864-02-08,med.00305.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00305.html
"Bush, Alonzo S.","Whitman, Walt","Pine Bluff, AR","Washington, DC",4,34.2284,-92.0032,38.896177,-77.036476,1864-02-11,tex.00140.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00140.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-02-12,loc.00810.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00810.html
"Trowbridge, John T.","Whitman, Walt","Boston, MA","Washington, DC",3,42.358761,-71.063832,38.896177,-77.036476,1864-02-12,loc.00875.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00875.html
"Liebenau, Andrew J.","Whitman, Walt","New York, NY","Washington, DC",4,40.680048,-73.94318,38.896177,-77.036476,1864-02-20,tex.00141.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00141.html
"Smith, Bethuel","Whitman, Walt","Culpeper,VA","Washington, DC",4,38.47336,-77.994393,38.896177,-77.036476,1864-02-28,loc.00602.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00602.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-03-02,loc.00811.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00811.html
"Larr, Alfred L.","Whitman, Walt","Pine Bluff, AR","Washington, DC",4,34.2284,-92.0032,38.896177,-77.036476,1864-03-05,tex.00142.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00142.html
"Bush, Alonzo S.","Whitman, Walt","Pine Bluff, AR","Washington, DC",4,34.2284,-92.0032,38.896177,-77.036476,1864-03-07,tex.00143.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00143.html
"Jellison, W.A.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-03-09,tex.00144.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00144.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1864-03-11,loc.00432.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00432.html
"Whitman, Walt","Lane, Moses","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-03-13,nyp.00187.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00187.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-03-15,loc.00812.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00812.html
"Whitman, Thomas Jefferson","Whitman, Walt","Brooklyn, NY","Washington, DC",2,40.678145,-73.944467,38.896177,-77.036476,1864-03-19,duk.00311.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00311.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-03-22,loc.00813.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00813.html
"Worster, Rodney R.","Whitman, Walt","New Orleans, LA","Washington, DC",4,29.951066,-90.071532,38.896177,-77.036476,1864-03-28,nyp.00160.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00160.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-03-29,loc.00814.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00814.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-03-31,loc.00815.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00815.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-04-05,loc.00816.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00816.html
"Vandemark, William E.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-04-07,loc.01010.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.01010.html
"Whitman, Walt","Whitman, George Washington","Washington, DC","Falmouth, VA",1,38.896177,-77.036476,37.113553,-76.486965,1864-04-09,mhs.00005.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/mhs.00005.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-04-10,loc.00817.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00817.html
"Whitman, George Washington","Whitman, Walt","Annapolis, MD","Washington, DC",2,38.978386,-76.491721,38.896177,-77.036476,1864-04-16,duk.00352.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00352.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-04-19,loc.00818.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00818.html
"Briggs, Lucia Jane Russell","Whitman, Walt","Salem, MA","Washington, DC",3,42.519835,-70.896334,38.896177,-77.036476,1864-04-21,tex.00155.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00155.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-04-26,loc.00819.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00819.html
"Whitman, Walt","Briggs, Lucia Jane Russell","Washington, DC","Salem, MA",1,38.896177,-77.036476,42.519835,-70.896334,1864-04-26,,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/prc.00007.html
"Whitman, Walt","Kirkwood, James P.","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-04-27,loc.00820.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00820.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-04-28,loc.00821.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00821.html
"Whitman, George Washington","Whitman, Walt","Bristoe Station,VA","Washington, DC",2,38.727245,-77.544235,38.896177,-77.036476,1864-04-29,duk.00353.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00353.html
"Farwell, Ruben","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-04-30,duk.00368.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00368.html
"Farwell, Ruben","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-04-30,duk.00385.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00385.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-03,loc.00822.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00822.html
"Farwell, Ruben","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-05-05,duk.00369.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00369.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-06,loc.00823.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00823.html
"Linensparger, Isaac","Whitman, Walt","Lykens, OH","Washington, DC",4,40.96507,-83.017191,38.896177,-77.036476,1864-05-07,nyp.00161.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00161.html
"Gray, John F.S.","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-05-07,nyp.00162.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00162.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-09,loc.00824.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00824.html
"Cunningham, Helen S.","Whitman, Walt","Delaware, OH","Washington, DC",3,40.298672,-83.067965,38.896177,-77.036476,1864-05-09,tex.00145.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00145.html
"Farwell, Ruben","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-05-10,duk.00370.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00370.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-10,loc.00825.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00825.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-12,loc.00826.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00826.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-13,loc.00827.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00827.html
"Smith, Aaron","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-05-14,nyp.00228.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00228.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-18,loc.00828.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00828.html
"Whitman, Walt","Trowbridge, John Townsend","Washington, DC","Boston, MA",1,38.896177,-77.036476,42.358761,-71.063832,1864-05-20,sta.00001.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/sta.00001.html
"Whitman, Walt","Whitman, Thomas Jefferson","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-23,loc.00829.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00829.html
"Worthen, W. E.","Whitman, Walt","New York, NY","Washington, DC",3,40.680048,-73.94318,38.896177,-77.036476,1864-05-23,loc.00879.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00879.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-25,loc.00830.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00830.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-05-30,loc.00831.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00831.html
"Harris, Charles H.","Whitman, Walt","Brattleboro, VT","Washington, DC",4,42.855672,-72.603064,38.896177,-77.036476,1864-05-30,nyp.00163.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00163.html
"Boyd, Justus F.","Whitman, Walt","Cohoctah, MI","Washington, DC",4,42.735414,-83.982419,38.896177,-77.036476,1864-06-01,tex.00146.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/tex.00146.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-06-03,loc.00832.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00832.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-06-07,loc.00833.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00833.html
"Farwell, Reuben","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-06-08,duk.00371.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00371.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-06-10,loc.00834.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00834.html
"Cunningham, Helen S.","Whitman, Walt","Delaware, OH","Washington, DC",3,40.298672,-83.067965,38.896177,-77.036476,1864-06-11,nyp.00164.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00164.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-06-14,loc.00835.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00835.html
"Farwell, Reuben","Whitman, Walt","Washington, DC","Washington, DC",4,38.896177,-77.036476,38.896177,-77.036476,1864-06-16,duk.00372.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/duk.00372.html
"Whitman, Walt","Whitman, Louisa Van Velsor","Washington, DC","Brooklyn, NY",1,38.896177,-77.036476,40.678145,-73.944467,1864-06-17,loc.00836.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00836.html
"Whitman, Walt","O'Connor, William D.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1864-06-25,nyp.00188.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00188.html
"Burroughs, John","Whitman, Walt","Olive, NY","Brooklyn, NY",3,41.959263,-74.247527,40.678145,-73.944467,1864-06-28,loc.00850.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00850.html
"Whitman, Walt","Eldridge, Charles W.","Brooklyn, NY","Boston, MA",1,40.678145,-73.944467,42.358761,-71.063832,1864-06-28,uva.00346.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/uva.00346.html
"O'Connor, William D.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1864-07-02,med.00323,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/med.00323.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1864-07-05,loc.00943.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00943.html
"Whitman, Walt","O'Connor, William D.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1864-07-05,nyp.00189.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00189.html
"Stillwell, James S.","Whitman, Walt","Philadelphia, PA","Brooklyn, NY",4,39.952052,-75.161986,40.678145,-73.944467,1864-07-05,nyp.00449.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00449.html
"Brown, Lewis K.","Whitman, Walt","Washington, DC","Brooklyn, NY",4,38.896177,-77.036476,40.678145,-73.944467,1864-07-06,nyp.00165.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00165.html
"Whitman, Walt","Eldridge, Charles W.","Brooklyn, NY","Boston, MA",1,40.678145,-73.944467,42.358761,-71.063832,1864-07-09,yal.00094.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/yal.00094.html
"Whitman, Walt","Brown, Lewis K.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1864-07-11,nyp.00190.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00190.html
"Smith, Aaron","Whitman, Walt","Washington, DC","Brooklyn, NY",4,38.896177,-77.036476,40.678145,-73.944467,1864-07-13,nyp.00229.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00229.html
"Fox, Elijah Douglass","Whitman, Walt","West Jersey, IL","Brooklyn, NY",4,41.0192,-89.944,40.678145,-73.944467,1864-07-14,nyp.00166.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00166.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1864-07-18,loc.00944.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00944.html
"Brown, Lewis K.","Whitman, Walt","Washington, DC","Brooklyn, NY",4,38.896177,-77.036476,40.678145,-73.944467,1864-07-18,nyp.00167.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00167.html
"O'Connor, Ellen M.","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1864-07-24,loc.00945.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00945.html
"Whitman, Walt","O'Connor, William D.","Brooklyn, NY","Washington, DC",1,40.678145,-73.944467,38.896177,-77.036476,1864-07-24,nyp.00191.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/nyp.00191.html
"Burroughs, John","Whitman, Walt","Washington, DC","Brooklyn, NY",3,38.896177,-77.036476,40.678145,-73.944467,1864-08-02,loc.00851.xml,http://whitman-dev.unl.edu/biography/correspondence/cw/tei/loc.00851.html
